congress,chamber,rollnumber,icpsr,cast_code
115,Senate,30,41301,6
115,Senate,30,41302,1
115,Senate,30,41303,1
115,Senate,30,41304,1
115,Senate,30,41305,1
115,Senate,30,41308,6
115,Senate,30,41500,1
115,Senate,30,41501,1
115,Senate,30,41502,1
115,Senate,30,41503,1
115,Senate,30,41504,1
115,Senate,30,41505,1
115,Senate,30,41700,6
115,Senate,30,41701,6
115,Senate,30,41702,1
115,Senate,30,41703,1
115,Senate,30,49300,1
115,Senate,30,49308,1
115,Senate,30,49700,9
115,Senate,30,49703,1
115,Senate,30,49706,1
115,Senate,30,94659,1
115,Senate,31,14009,1
115,Senate,31,14226,1
115,Senate,31,14307,1
115,Senate,31,14435,1
115,Senate,31,14503,1
115,Senate,31,14651,1
115,Senate,31,14852,1
115,Senate,31,14858,1
115,Senate,31,14871,6
115,Senate,31,14921,1
115,Senate,31,15015,1
115,Senate,31,15021,1
115,Senate,31,15039,1
115,Senate,31,15408,1
115,Senate,31,15424,1
115,Senate,31,20100,1
115,Senate,31,20101,1
115,Senate,31,20146,1
115,Senate,31,20330,1
115,Senate,31,20707,1
115,Senate,31,20713,1
115,Senate,31,20717,1
115,Senate,31,20730,1
115,Senate,31,20735,6
115,Senate,31,20919,1
115,Senate,31,20923,1
115,Senate,31,20930,1
115,Senate,31,21112,1
115,Senate,31,21133,1
115,Senate,31,21166,1
115,Senate,31,21173,1
115,Senate,31,21301,1
115,Senate,31,21325,1
115,Senate,31,21338,1
115,Senate,31,29142,1
115,Senate,31,29147,6
115,Senate,31,29345,1
115,Senate,31,29373,1
115,Senate,31,29386,1
115,Senate,31,29389,1
115,Senate,31,29534,1
115,Senate,31,29548,1
115,Senate,31,29566,1
115,Senate,31,29722,1
115,Senate,31,29732,1
115,Senate,31,29735,1
115,Senate,31,29754,1
115,Senate,31,29909,9
115,Senate,31,29924,6
115,Senate,31,29935,1
115,Senate,31,29940,1
115,Senate,31,39310,1
115,Senate,31,40300,1
115,Senate,31,40304,1
115,Senate,31,40305,1
115,Senate,31,40700,1
115,Senate,31,40701,1
115,Senate,31,40702,1
115,Senate,31,40703,1
115,Senate,31,40704,1
115,Senate,31,40705,1
115,Senate,31,40707,1
115,Senate,31,40902,1
115,Senate,31,40904,1
115,Senate,31,40906,1
115,Senate,31,40908,6
115,Senate,31,40909,1
115,Senate,31,40910,1
115,Senate,31,40915,1
115,Senate,31,40916,1
115,Senate,31,41101,6
115,Senate,31,41102,1
115,Senate,31,41104,1
115,Senate,31,41107,1
115,Senate,31,41110,1
115,Senate,31,41111,1
115,Senate,31,41112,1
115,Senate,31,41300,1
115,Senate,31,41301,6
115,Senate,31,41302,1
115,Senate,31,41303,1
115,Senate,31,41304,1
115,Senate,31,41305,9
115,Senate,31,41308,6
115,Senate,31,41500,1
115,Senate,31,41501,1
115,Senate,31,41502,1
115,Senate,31,41503,1
115,Senate,31,41504,1
115,Senate,31,41505,1
115,Senate,31,41700,1
115,Senate,31,41701,1
115,Senate,31,41702,1
115,Senate,31,41703,1
115,Senate,31,49300,1
115,Senate,31,49308,1
115,Senate,31,49700,9
115,Senate,31,49703,1
115,Senate,31,49706,1
115,Senate,31,94659,1
115,Senate,32,14009,1
115,Senate,32,14226,1
115,Senate,32,14307,6
115,Senate,32,14435,6
115,Senate,32,14503,1
115,Senate,32,14651,6
115,Senate,32,14852,1
115,Senate,32,14858,1
115,Senate,32,14871,6
115,Senate,32,14921,1
115,Senate,32,15015,6
115,Senate,32,15021,6
115,Senate,32,15039,1
115,Senate,32,15408,6
115,Senate,32,15424,1
115,Senate,32,20100,1
115,Senate,32,20101,1
115,Senate,32,20146,1
115,Senate,32,20330,6
115,Senate,32,20707,9
115,Senate,32,20713,6
115,Senate,32,20717,1
115,Senate,32,20730,1
115,Senate,32,20735,6
115,Senate,32,20919,1
115,Senate,32,20923,6
115,Senate,32,20930,6
115,Senate,32,21112,1
115,Senate,32,21133,1
115,Senate,32,21166,1
115,Senate,32,21173,1
115,Senate,32,21301,1
115,Senate,32,21325,6
115,Senate,32,21338,1
115,Senate,32,29142,1
115,Senate,32,29147,6
115,Senate,32,29345,1
115,Senate,32,29373,6
115,Senate,32,29386,1
115,Senate,32,29389,6
115,Senate,32,29534,1
115,Senate,32,29548,1
115,Senate,32,29566,1
115,Senate,32,29722,1
115,Senate,32,29732,6
115,Senate,32,29735,1
115,Senate,32,29754,1
115,Senate,32,29909,1
115,Senate,32,29924,6
115,Senate,32,29935,1
115,Senate,32,29940,6
115,Senate,32,39310,6
115,Senate,32,40300,1
115,Senate,32,40304,1
115,Senate,32,40305,1
115,Senate,32,40700,1
115,Senate,32,40701,1
115,Senate,32,40702,6
115,Senate,32,40703,6
115,Senate,32,40704,1
115,Senate,32,40705,1
115,Senate,32,40707,1
115,Senate,32,40902,1
115,Senate,32,40904,6
115,Senate,32,40906,1
115,Senate,32,40908,6
115,Senate,32,40909,1
115,Senate,32,40910,6
115,Senate,32,40915,1
115,Senate,32,40916,6
115,Senate,32,41101,9
115,Senate,32,41102,1
115,Senate,32,41104,6
115,Senate,32,41107,1
115,Senate,32,41110,1
115,Senate,32,41111,1
115,Senate,32,41112,1
115,Senate,32,41300,1
115,Senate,32,41301,6
115,Senate,32,41302,1
115,Senate,32,41303,1
115,Senate,32,41304,1
115,Senate,32,41305,1
115,Senate,32,41308,6
115,Senate,32,41500,1
115,Senate,32,41501,1
115,Senate,32,41502,1
115,Senate,32,41503,1
115,Senate,32,41504,1
115,Senate,32,41505,1
115,Senate,32,41700,6
115,Senate,32,41701,6
115,Senate,32,41702,1
115,Senate,32,41703,1
115,Senate,32,49300,1
115,Senate,32,49308,6
115,Senate,32,49700,1
115,Senate,32,49703,1
115,Senate,32,49706,1
115,Senate,32,94659,1
115,Senate,33,14009,1
115,Senate,33,14226,1
115,Senate,33,14307,1
115,Senate,33,14435,1
115,Senate,33,14503,1
115,Senate,33,14651,1
115,Senate,33,14852,1
115,Senate,33,14858,1
115,Senate,33,14871,1
115,Senate,33,14921,1
115,Senate,33,15015,1
115,Senate,33,15021,1
115,Senate,33,15039,1
115,Senate,33,15408,1
115,Senate,33,15424,1
115,Senate,33,20100,1
115,Senate,33,20101,1
115,Senate,33,20146,1
115,Senate,33,20330,1
115,Senate,33,20707,1
115,Senate,33,20713,1
115,Senate,33,20717,1
115,Senate,33,20730,1
115,Senate,33,20735,1
115,Senate,33,20919,1
115,Senate,33,20923,1
115,Senate,33,20930,6
115,Senate,33,21112,1
115,Senate,33,21133,1
115,Senate,33,21166,1
115,Senate,33,21173,1
115,Senate,33,21301,1
115,Senate,33,21325,1
115,Senate,33,21338,1
115,Senate,33,29142,1
115,Senate,33,29147,6
115,Senate,33,29345,1
115,Senate,33,29373,1
115,Senate,33,29386,1
115,Senate,33,29389,1
115,Senate,33,29534,1
115,Senate,33,29548,1
115,Senate,33,29566,1
115,Senate,33,29722,1
115,Senate,33,29732,1
115,Senate,33,29735,1
115,Senate,33,29754,1
115,Senate,33,29909,1
115,Senate,33,29924,6
115,Senate,33,29935,1
115,Senate,33,29940,1
115,Senate,33,39310,1
115,Senate,33,40300,1
115,Senate,33,40304,1
115,Senate,33,40305,1
115,Senate,33,40700,1
115,Senate,33,40701,1
115,Senate,33,40702,1
115,Senate,33,40703,1
115,Senate,33,40704,1
115,Senate,33,40705,1
115,Senate,33,40707,1
115,Senate,33,40902,1
115,Senate,33,40904,1
115,Senate,33,40906,1
115,Senate,33,40908,1
115,Senate,33,40909,1
115,Senate,33,40910,1
115,Senate,33,40915,1
115,Senate,33,40916,6
115,Senate,33,41101,1
115,Senate,33,41102,1
115,Senate,33,41104,1
115,Senate,33,41107,1
115,Senate,33,41110,1
115,Senate,33,41111,1
115,Senate,33,41112,1
115,Senate,33,41300,1
115,Senate,33,41301,1
115,Senate,33,41302,1
115,Senate,33,41303,1
115,Senate,33,41304,1
115,Senate,33,41305,1
115,Senate,33,41308,1
115,Senate,33,41500,1
115,Senate,33,41501,1
115,Senate,33,41502,1
115,Senate,33,41503,1
115,Senate,33,41504,1
115,Senate,33,41505,1
115,Senate,33,41700,1
115,Senate,33,41701,1
115,Senate,33,41702,1
115,Senate,33,41703,1
115,Senate,33,49300,1
115,Senate,33,49308,1
115,Senate,33,49700,1
115,Senate,33,49703,1
115,Senate,33,49706,1
115,Senate,33,94659,1
115,Senate,34,14009,1
115,Senate,34,14226,1
115,Senate,34,14307,6
115,Senate,34,14435,6
115,Senate,34,14503,1
115,Senate,34,14651,6
115,Senate,34,14852,1
115,Senate,34,14858,6
115,Senate,34,14871,6
115,Senate,34,14921,1
115,Senate,34,15015,6
115,Senate,34,15021,6
115,Senate,34,15039,1
115,Senate,34,15408,6
115,Senate,34,15424,1
115,Senate,34,20100,1
115,Senate,34,20101,1
115,Senate,34,20146,1
115,Senate,34,20330,6
115,Senate,34,20707,6
115,Senate,34,20713,6
115,Senate,34,20717,6
115,Senate,34,20730,1
115,Senate,34,20735,6
115,Senate,34,20919,1
115,Senate,34,20923,6
115,Senate,34,20930,9
115,Senate,34,21112,1
115,Senate,34,21133,1
115,Senate,34,21166,1
115,Senate,34,21173,1
115,Senate,34,21301,1
115,Senate,34,21325,6
115,Senate,34,21338,1
115,Senate,34,29142,6
115,Senate,34,29147,6
115,Senate,34,29345,1
115,Senate,34,29373,6
115,Senate,34,29386,1
115,Senate,34,29389,6
115,Senate,34,29534,1
115,Senate,34,29548,1
115,Senate,34,29566,1
115,Senate,34,29722,1
115,Senate,34,29732,6
115,Senate,34,29735,1
115,Senate,34,29754,1
115,Senate,34,29909,1
115,Senate,34,29924,6
115,Senate,34,29935,1
115,Senate,34,29940,6
115,Senate,34,39310,6
115,Senate,34,40300,1
115,Senate,34,40304,1
115,Senate,34,40305,1
115,Senate,34,40700,6
115,Senate,34,40701,6
115,Senate,34,40702,6
115,Senate,34,40703,6
115,Senate,34,40704,6
115,Senate,34,40705,1
115,Senate,34,40707,1
115,Senate,34,40902,1
115,Senate,34,40904,6
115,Senate,34,40906,6
115,Senate,34,40908,6
115,Senate,34,40909,1
115,Senate,34,40910,6
115,Senate,34,40915,1
115,Senate,34,40916,6
115,Senate,34,41101,6
115,Senate,34,41102,1
115,Senate,34,41104,1
115,Senate,34,41107,1
115,Senate,34,41110,1
115,Senate,34,41111,1
115,Senate,34,41112,6
115,Senate,34,41300,1
115,Senate,34,41301,6
115,Senate,34,41302,1
115,Senate,34,41303,1
115,Senate,34,41304,1
115,Senate,34,41305,6
115,Senate,34,41308,6
115,Senate,34,41500,1
115,Senate,34,41501,1
115,Senate,34,41502,1
115,Senate,34,41503,1
115,Senate,34,41504,1
115,Senate,34,41505,1
115,Senate,34,41700,6
115,Senate,34,41701,6
115,Senate,34,41702,6
115,Senate,34,41703,1
115,Senate,34,49300,6
115,Senate,34,49308,6
115,Senate,34,49700,1
115,Senate,34,49703,1
115,Senate,34,49706,1
115,Senate,34,94659,1
115,Senate,35,14009,1
115,Senate,35,14226,1
115,Senate,35,14307,1
115,Senate,35,14435,1
115,Senate,35,14503,1
115,Senate,35,14651,1
115,Senate,35,14852,1
115,Senate,35,14858,6
115,Senate,35,14871,1
115,Senate,35,14921,7
115,Senate,35,15015,1
115,Senate,35,15021,1
115,Senate,35,15039,1
115,Senate,35,15408,1
115,Senate,35,15424,1
115,Senate,35,20100,1
115,Senate,35,20101,1
115,Senate,35,20146,1
115,Senate,35,20330,1
115,Senate,35,20707,1
115,Senate,35,20713,1
115,Senate,35,20717,1
115,Senate,35,20730,1
115,Senate,35,20735,6
115,Senate,35,20919,1
115,Senate,35,20923,1
115,Senate,35,20930,1
115,Senate,35,21112,1
115,Senate,35,21133,1
115,Senate,35,21166,1
115,Senate,35,21173,1
115,Senate,35,21301,1
115,Senate,35,21325,1
115,Senate,35,21338,1
115,Senate,35,29142,1
115,Senate,35,29147,6
115,Senate,35,29345,1
115,Senate,35,29373,1
115,Senate,35,29386,1
115,Senate,35,29389,1
115,Senate,35,29534,1
115,Senate,35,29548,1
115,Senate,35,29566,1
115,Senate,35,29722,1
115,Senate,35,29732,1
115,Senate,35,29735,1
115,Senate,35,29754,1
115,Senate,35,29909,1
115,Senate,35,29924,1
115,Senate,35,29935,1
115,Senate,35,29940,1
115,Senate,35,39310,1
115,Senate,35,40300,1
115,Senate,35,40304,1
115,Senate,35,40305,1
115,Senate,35,40700,1
115,Senate,35,40701,1
115,Senate,35,40702,1
115,Senate,35,40703,1
115,Senate,35,40704,1
115,Senate,35,40705,1
115,Senate,35,40707,1
115,Senate,35,40902,1
115,Senate,35,40904,1
115,Senate,35,40906,1
115,Senate,35,40908,6
115,Senate,35,40909,1
115,Senate,35,40910,1
115,Senate,35,40915,1
115,Senate,35,40916,1
115,Senate,35,41101,1
115,Senate,35,41102,1
115,Senate,35,41104,1
115,Senate,35,41107,1
115,Senate,35,41110,1
115,Senate,35,41111,1
115,Senate,35,41112,1
115,Senate,35,41300,1
115,Senate,35,41301,6
115,Senate,35,41302,1
115,Senate,35,41303,1
115,Senate,35,41304,1
115,Senate,35,41305,1
115,Senate,35,41308,6
115,Senate,35,41500,1
115,Senate,35,41501,1
115,Senate,35,41502,1
115,Senate,35,41503,1
115,Senate,35,41504,1
115,Senate,35,41505,1
115,Senate,35,41700,1
115,Senate,35,41701,1
115,Senate,35,41702,1
115,Senate,35,41703,1
115,Senate,35,49300,1
115,Senate,35,49308,1
115,Senate,35,49700,1
115,Senate,35,49703,1
115,Senate,35,49706,1
115,Senate,35,94659,1
115,Senate,36,14009,1
115,Senate,36,14226,1
115,Senate,36,14307,6
115,Senate,36,14435,6
115,Senate,36,14503,1
115,Senate,36,14651,6
115,Senate,36,14852,1
115,Senate,36,14858,6
115,Senate,36,14871,6
115,Senate,36,14921,1
115,Senate,36,15015,6
115,Senate,36,15021,6
115,Senate,36,15039,1
115,Senate,36,15408,6
115,Senate,36,15424,1
115,Senate,36,20100,1
115,Senate,36,20101,1
115,Senate,36,20146,1
115,Senate,36,20330,6
115,Senate,36,20707,6
115,Senate,36,20713,6
115,Senate,36,20717,6
115,Senate,36,20730,1
115,Senate,36,20735,6
115,Senate,36,20919,1
115,Senate,36,20923,6
115,Senate,36,20930,6
115,Senate,36,21112,1
115,Senate,36,21133,1
115,Senate,36,21166,1
115,Senate,36,21173,1
115,Senate,36,21301,1
115,Senate,36,21325,6
115,Senate,36,21338,1
115,Senate,36,29142,6
115,Senate,36,29147,6
115,Senate,36,29345,1
115,Senate,36,29373,6
115,Senate,36,29386,1
115,Senate,36,29389,6
115,Senate,36,29534,1
115,Senate,36,29548,1
115,Senate,36,29566,1
115,Senate,36,29722,1
115,Senate,36,29732,6
115,Senate,36,29735,1
115,Senate,36,29754,1
115,Senate,36,29909,1
115,Senate,36,29924,6
115,Senate,36,29935,1
115,Senate,36,29940,6
115,Senate,36,39310,6
115,Senate,36,40300,1
115,Senate,36,40304,1
115,Senate,36,40305,1
115,Senate,36,40700,6
115,Senate,36,40701,6
115,Senate,36,40702,6
115,Senate,36,40703,6
115,Senate,36,40704,6
115,Senate,36,40705,1
115,Senate,36,40707,1
115,Senate,36,40902,1
115,Senate,36,40904,6
115,Senate,36,40906,6
115,Senate,36,40908,6
115,Senate,36,40909,1
115,Senate,36,40910,6
115,Senate,36,40915,1
115,Senate,36,40916,9
115,Senate,36,41101,6
115,Senate,36,41102,1
115,Senate,36,41104,1
115,Senate,36,41107,1
115,Senate,36,41110,1
115,Senate,36,41111,1
115,Senate,36,41112,6
115,Senate,36,41300,1
115,Senate,36,41301,6
115,Senate,36,41302,1
115,Senate,36,41303,1
115,Senate,36,41304,1
115,Senate,36,41305,6
115,Senate,36,41308,6
115,Senate,36,41500,1
115,Senate,36,41501,1
115,Senate,36,41502,1
115,Senate,36,41503,1
115,Senate,36,41504,1
115,Senate,36,41505,1
115,Senate,36,41700,6
115,Senate,36,41701,6
115,Senate,36,41702,6
115,Senate,36,41703,1
115,Senate,36,49300,6
115,Senate,36,49308,6
115,Senate,36,49700,1
115,Senate,36,49703,1
115,Senate,36,49706,1
115,Senate,36,94659,1
115,Senate,37,14009,1
115,Senate,37,14226,1
115,Senate,37,14307,6
115,Senate,37,14435,6
115,Senate,37,14503,1
115,Senate,37,14651,6
115,Senate,37,14852,1
115,Senate,37,14858,6
115,Senate,37,14871,6
115,Senate,37,14921,1
115,Senate,37,15015,6
115,Senate,37,15021,6
115,Senate,37,15039,1
115,Senate,37,15408,6
115,Senate,37,15424,1
115,Senate,37,20100,1
115,Senate,37,20101,1
115,Senate,37,20146,1
115,Senate,37,20330,6
115,Senate,37,20707,6
115,Senate,37,20713,6
115,Senate,37,20717,6
115,Senate,37,20730,1
115,Senate,37,20735,6
115,Senate,37,20919,1
115,Senate,37,20923,6
115,Senate,37,20930,6
115,Senate,37,21112,1
115,Senate,37,21133,1
115,Senate,37,21166,1
115,Senate,37,21173,1
115,Senate,37,21301,1
115,Senate,37,21325,6
115,Senate,37,21338,1
115,Senate,37,29142,6
115,Senate,37,29147,6
115,Senate,37,29345,1
115,Senate,37,29373,6
115,Senate,37,29386,1
115,Senate,37,29389,6
115,Senate,37,29534,1
115,Senate,37,29548,1
115,Senate,37,29566,1
115,Senate,37,29722,1
115,Senate,37,29732,6
115,Senate,37,29735,1
115,Senate,37,29754,1
115,Senate,37,29909,1
115,Senate,37,29924,6
115,Senate,37,29935,1
115,Senate,37,29940,6
115,Senate,37,39310,6
115,Senate,37,40300,1
115,Senate,37,40304,1
115,Senate,37,40305,1
115,Senate,37,40700,6
115,Senate,37,40701,6
115,Senate,37,40702,6
115,Senate,37,40703,6
115,Senate,37,40704,6
115,Senate,37,40705,1
115,Senate,37,40707,1
115,Senate,37,40902,1
115,Senate,37,40904,6
115,Senate,37,40906,6
115,Senate,37,40908,6
115,Senate,37,40909,1
115,Senate,37,40910,6
115,Senate,37,40915,1
115,Senate,37,40916,9
115,Senate,37,41101,6
115,Senate,37,41102,1
115,Senate,37,41104,1
115,Senate,37,41107,1
115,Senate,37,41110,1
115,Senate,37,41111,1
115,Senate,37,41112,6
115,Senate,37,41300,1
115,Senate,37,41301,6
115,Senate,37,41302,1
115,Senate,37,41303,1
115,Senate,37,41304,1
115,Senate,37,41305,6
115,Senate,37,41308,6
115,Senate,37,41500,1
115,Senate,37,41501,1
115,Senate,37,41502,1
115,Senate,37,41503,1
115,Senate,37,41504,1
115,Senate,37,41505,1
115,Senate,37,41700,6
115,Senate,37,41701,6
115,Senate,37,41702,6
115,Senate,37,41703,1
115,Senate,37,49300,6
115,Senate,37,49308,6
115,Senate,37,49700,9
115,Senate,37,49703,1
115,Senate,37,49706,1
115,Senate,37,94659,1
115,Senate,38,14009,1
115,Senate,38,14226,1
115,Senate,38,14307,6
115,Senate,38,14435,6
115,Senate,38,14503,1
115,Senate,38,14651,6
115,Senate,38,14852,1
115,Senate,38,14858,6
115,Senate,38,14871,6
115,Senate,38,14921,1
115,Senate,38,15015,6
115,Senate,38,15021,6
115,Senate,38,15039,1
115,Senate,38,15408,6
115,Senate,38,15424,1
115,Senate,38,20100,1
115,Senate,38,20101,1
115,Senate,38,20146,1
115,Senate,38,20330,6
115,Senate,38,20707,6
115,Senate,38,20713,6
115,Senate,38,20717,6
115,Senate,38,20730,1
115,Senate,38,20735,6
115,Senate,38,20919,1
115,Senate,38,20923,6
115,Senate,38,20930,6
115,Senate,38,21112,1
115,Senate,38,21133,1
115,Senate,38,21166,1
115,Senate,38,21173,1
115,Senate,38,21301,1
115,Senate,38,21325,6
115,Senate,38,21338,1
115,Senate,38,29142,6
115,Senate,38,29147,6
115,Senate,38,29345,1
115,Senate,38,29373,1
115,Senate,38,29386,1
115,Senate,38,29389,6
115,Senate,38,29534,1
115,Senate,38,29548,1
115,Senate,38,29566,1
115,Senate,38,29722,1
115,Senate,38,29732,6
115,Senate,38,29735,1
115,Senate,38,29754,1
115,Senate,38,29909,1
115,Senate,38,29924,6
115,Senate,38,29935,1
115,Senate,38,29940,6
115,Senate,38,39310,6
115,Senate,38,40300,1
115,Senate,38,40304,1
115,Senate,38,40305,1
115,Senate,38,40700,6
115,Senate,38,40701,6
115,Senate,38,40702,6
115,Senate,38,40703,6
115,Senate,38,40704,6
115,Senate,38,40705,1
115,Senate,38,40707,1
115,Senate,38,40902,1
115,Senate,38,40904,6
115,Senate,38,40906,6
115,Senate,38,40908,6
115,Senate,38,40909,6
115,Senate,38,40910,6
115,Senate,38,40915,6
115,Senate,38,40916,9
115,Senate,38,41101,6
115,Senate,38,41102,1
115,Senate,38,41104,1
115,Senate,38,41107,1
115,Senate,38,41110,1
115,Senate,38,41111,1
115,Senate,38,41112,6
115,Senate,38,41300,1
115,Senate,38,41301,6
115,Senate,38,41302,1
115,Senate,38,41303,1
115,Senate,38,41304,1
115,Senate,38,41305,6
115,Senate,38,41308,6
115,Senate,38,41500,1
115,Senate,38,41501,1
115,Senate,38,41502,1
115,Senate,38,41503,1
115,Senate,38,41504,9
115,Senate,38,41505,1
115,Senate,38,41700,6
115,Senate,38,41701,6
115,Senate,38,41702,6
115,Senate,38,41703,1
115,Senate,38,49300,6
115,Senate,38,49308,6
115,Senate,38,49700,9
115,Senate,38,49703,1
115,Senate,38,49706,1
115,Senate,38,94659,1
115,Senate,39,14009,1
115,Senate,39,14226,1
115,Senate,39,14307,6
115,Senate,39,14435,6
115,Senate,39,14503,1
115,Senate,39,14651,6
115,Senate,39,14852,1
115,Senate,39,14858,6
115,Senate,39,14871,6
115,Senate,39,14921,1
115,Senate,39,15015,6
115,Senate,39,15021,1
115,Senate,39,15039,1
115,Senate,39,15408,6
115,Senate,39,15424,1
115,Senate,39,20100,1
115,Senate,39,20101,1
115,Senate,39,20146,1
115,Senate,39,20330,6
115,Senate,39,20707,6
115,Senate,39,20713,6
115,Senate,39,20717,6
115,Senate,39,20730,1
115,Senate,39,20735,6
115,Senate,39,20919,1
115,Senate,39,20923,6
115,Senate,39,20930,6
115,Senate,39,21112,1
115,Senate,39,21133,1
115,Senate,39,21166,1
115,Senate,39,21173,1
115,Senate,39,21301,1
115,Senate,39,21325,6
115,Senate,39,21338,1
115,Senate,39,29142,6
115,Senate,39,29147,6
115,Senate,39,29345,1
115,Senate,39,29373,6
115,Senate,39,29386,1
115,Senate,39,29389,6
115,Senate,39,29534,1
115,Senate,39,29548,1
115,Senate,39,29566,1
115,Senate,39,29722,1
115,Senate,39,29732,6
115,Senate,39,29735,1
115,Senate,39,29754,1
115,Senate,39,29909,1
115,Senate,39,29924,6
115,Senate,39,29935,1
115,Senate,39,29940,6
115,Senate,39,39310,6
115,Senate,39,40300,1
115,Senate,39,40304,1
115,Senate,39,40305,1
115,Senate,39,40700,6
115,Senate,39,40701,6
115,Senate,39,40702,6
115,Senate,39,40703,6
115,Senate,39,40704,6
115,Senate,39,40705,1
115,Senate,39,40707,1
115,Senate,39,40902,1
115,Senate,39,40904,6
115,Senate,39,40906,6
115,Senate,39,40908,6
115,Senate,39,40909,6
115,Senate,39,40910,6
115,Senate,39,40915,6
115,Senate,39,40916,9
115,Senate,39,41101,6
115,Senate,39,41102,1
115,Senate,39,41104,1
115,Senate,39,41107,1
115,Senate,39,41110,1
115,Senate,39,41111,1
115,Senate,39,41112,6
115,Senate,39,41300,1
115,Senate,39,41301,6
115,Senate,39,41302,1
115,Senate,39,41303,1
115,Senate,39,41304,1
115,Senate,39,41305,6
115,Senate,39,41308,6
115,Senate,39,41500,1
115,Senate,39,41501,1
115,Senate,39,41502,1
115,Senate,39,41503,1
115,Senate,39,41504,1
115,Senate,39,41505,1
115,Senate,39,41700,6
115,Senate,39,41701,6
115,Senate,39,41702,6
115,Senate,39,41703,1
115,Senate,39,49300,6
115,Senate,39,49308,6
115,Senate,39,49700,9
115,Senate,39,49703,1
115,Senate,39,49706,1
115,Senate,39,94659,1
115,Senate,40,14009,1
115,Senate,40,14226,1
115,Senate,40,14307,6
115,Senate,40,14435,6
115,Senate,40,14503,1
115,Senate,40,14651,6
115,Senate,40,14852,1
115,Senate,40,14858,6
115,Senate,40,14871,6
115,Senate,40,14921,1
115,Senate,40,15015,6
115,Senate,40,15021,6
115,Senate,40,15039,1
115,Senate,40,15408,6
115,Senate,40,15424,1
115,Senate,40,20100,1
115,Senate,40,20101,1
115,Senate,40,20146,1
115,Senate,40,20330,6
115,Senate,40,20707,6
115,Senate,40,20713,6
115,Senate,40,20717,6
115,Senate,40,20730,1
115,Senate,40,20735,6
115,Senate,40,20919,1
115,Senate,40,20923,6
115,Senate,40,20930,6
115,Senate,40,21112,1
115,Senate,40,21133,1
115,Senate,40,21166,1
115,Senate,40,21173,1
115,Senate,40,21301,1
115,Senate,40,21325,6
115,Senate,40,21338,1
115,Senate,40,29142,6
115,Senate,40,29147,6
115,Senate,40,29345,1
115,Senate,40,29373,6
115,Senate,40,29386,1
115,Senate,40,29389,6
115,Senate,40,29534,1
115,Senate,40,29548,1
115,Senate,40,29566,1
115,Senate,40,29722,1
115,Senate,40,29732,6
115,Senate,40,29735,1
115,Senate,40,29754,1
115,Senate,40,29909,1
115,Senate,40,29924,6
115,Senate,40,29935,1
115,Senate,40,29940,6
115,Senate,40,39310,6
115,Senate,40,40300,1
115,Senate,40,40304,1
115,Senate,40,40305,1
115,Senate,40,40700,6
115,Senate,40,40701,6
115,Senate,40,40702,6
115,Senate,40,40703,6
115,Senate,40,40704,6
115,Senate,40,40705,1
115,Senate,40,40707,1
115,Senate,40,40902,1
115,Senate,40,40904,6
115,Senate,40,40906,6
115,Senate,40,40908,6
115,Senate,40,40909,6
115,Senate,40,40910,6
115,Senate,40,40915,6
115,Senate,40,40916,9
115,Senate,40,41101,6
115,Senate,40,41102,1
115,Senate,40,41104,1
115,Senate,40,41107,1
115,Senate,40,41110,1
115,Senate,40,41111,1
115,Senate,40,41112,6
115,Senate,40,41300,6
115,Senate,40,41301,6
115,Senate,40,41302,1
115,Senate,40,41303,6
115,Senate,40,41304,1
115,Senate,40,41305,6
115,Senate,40,41308,6
115,Senate,40,41500,1
115,Senate,40,41501,1
115,Senate,40,41502,1
115,Senate,40,41503,1
115,Senate,40,41504,1
115,Senate,40,41505,1
115,Senate,40,41700,6
115,Senate,40,41701,6
115,Senate,40,41702,6
115,Senate,40,41703,1
115,Senate,40,49300,6
115,Senate,40,49308,6
115,Senate,40,49700,1
115,Senate,40,49703,1
115,Senate,40,49706,1
115,Senate,40,94659,1
115,Senate,41,14009,1
115,Senate,41,14226,1
115,Senate,41,14307,6
115,Senate,41,14435,6
115,Senate,41,14503,1
115,Senate,41,14651,6
115,Senate,41,14852,1
115,Senate,41,14858,6
115,Senate,41,14871,6
115,Senate,41,14921,1
115,Senate,41,15015,6
115,Senate,41,15021,9
115,Senate,41,15039,1
115,Senate,41,15408,6
115,Senate,41,15424,1
115,Senate,41,20100,1
115,Senate,41,20101,1
115,Senate,41,20146,1
115,Senate,41,20330,6
115,Senate,41,20707,6
115,Senate,41,20713,6
115,Senate,41,20717,1
115,Senate,41,20730,1
115,Senate,41,20735,6
115,Senate,41,20919,1
115,Senate,41,20923,6
115,Senate,41,20930,6
115,Senate,41,21112,1
115,Senate,41,21133,1
115,Senate,41,21166,1
115,Senate,41,21173,1
115,Senate,41,21301,1
115,Senate,41,21325,6
115,Senate,41,21338,1
115,Senate,41,29142,6
115,Senate,41,29147,6
115,Senate,41,29345,1
115,Senate,41,29373,6
115,Senate,41,29386,1
115,Senate,41,29389,6
115,Senate,41,29534,1
115,Senate,41,29548,1
115,Senate,41,29566,1
115,Senate,41,29722,1
115,Senate,41,29732,6
115,Senate,41,29735,1
115,Senate,41,29754,1
115,Senate,41,29909,1
115,Senate,41,29924,6
115,Senate,41,29935,1
115,Senate,41,29940,6
115,Senate,41,39310,6
115,Senate,41,40300,1
