congress,chamber,rollnumber,icpsr,cast_code
115,Senate,109,20713,1
115,Senate,109,20717,1
115,Senate,109,20730,6
115,Senate,109,20735,1
115,Senate,109,20919,6
115,Senate,109,20923,1
115,Senate,109,20930,1
115,Senate,109,21112,6
115,Senate,109,21133,6
115,Senate,109,21166,6
115,Senate,109,21173,6
115,Senate,109,21301,6
115,Senate,109,21325,1
115,Senate,109,21338,6
115,Senate,109,29142,1
115,Senate,109,29147,1
115,Senate,109,29345,6
115,Senate,109,29373,1
115,Senate,109,29386,6
115,Senate,109,29389,1
115,Senate,109,29534,6
115,Senate,109,29548,6
115,Senate,109,29566,6
115,Senate,109,29722,6
115,Senate,109,29732,1
115,Senate,109,29735,6
115,Senate,109,29754,6
115,Senate,109,29909,6
115,Senate,109,29924,1
115,Senate,109,29935,6
115,Senate,109,29940,1
115,Senate,109,39310,1
115,Senate,109,40300,6
115,Senate,109,40304,6
115,Senate,109,40305,6
115,Senate,109,40700,1
115,Senate,109,40701,1
115,Senate,109,40702,1
115,Senate,109,40703,1
115,Senate,109,40704,1
115,Senate,109,40705,6
115,Senate,109,40707,6
115,Senate,109,40902,6
115,Senate,109,40904,1
115,Senate,109,40906,1
115,Senate,109,40908,1
115,Senate,109,40909,1
115,Senate,109,40910,1
115,Senate,109,40915,1
115,Senate,109,40916,1
115,Senate,109,41101,1
115,Senate,109,41102,6
115,Senate,109,41104,6
115,Senate,109,41107,6
115,Senate,109,41110,6
115,Senate,109,41111,6
115,Senate,109,41112,1
115,Senate,109,41300,1
115,Senate,109,41301,1
115,Senate,109,41302,6
115,Senate,109,41303,1
115,Senate,109,41304,6
115,Senate,109,41305,1
115,Senate,109,41308,1
115,Senate,109,41500,6
115,Senate,109,41501,6
115,Senate,109,41502,6
115,Senate,109,41503,6
115,Senate,109,41504,6
115,Senate,109,41505,6
115,Senate,109,41700,1
115,Senate,109,41701,1
115,Senate,109,41702,1
115,Senate,109,41703,6
115,Senate,109,41704,6
115,Senate,109,49300,1
115,Senate,109,49308,1
115,Senate,109,49703,6
115,Senate,109,49706,6
115,Senate,109,94659,6
115,Senate,110,14009,1
115,Senate,110,14226,1
115,Senate,110,14307,6
115,Senate,110,14435,6
115,Senate,110,14503,1
115,Senate,110,14651,6
115,Senate,110,14852,1
115,Senate,110,14858,6
115,Senate,110,14871,6
115,Senate,110,14921,1
115,Senate,110,15015,6
115,Senate,110,15021,6
115,Senate,110,15039,1
115,Senate,110,15408,6
115,Senate,110,15424,1
115,Senate,110,20100,1
115,Senate,110,20101,1
115,Senate,110,20146,1
115,Senate,110,20330,6
115,Senate,110,20707,6
115,Senate,110,20713,6
115,Senate,110,20717,1
115,Senate,110,20730,1
115,Senate,110,20735,6
115,Senate,110,20919,1
115,Senate,110,20923,6
115,Senate,110,20930,6
115,Senate,110,21112,1
115,Senate,110,21133,1
115,Senate,110,21166,1
115,Senate,110,21173,1
115,Senate,110,21301,1
115,Senate,110,21325,6
115,Senate,110,21338,1
115,Senate,110,29142,6
115,Senate,110,29147,6
115,Senate,110,29345,1
115,Senate,110,29373,6
115,Senate,110,29386,1
115,Senate,110,29389,6
115,Senate,110,29534,1
115,Senate,110,29548,1
115,Senate,110,29566,1
115,Senate,110,29722,1
115,Senate,110,29732,6
115,Senate,110,29735,1
115,Senate,110,29754,1
115,Senate,110,29909,1
115,Senate,110,29924,6
115,Senate,110,29935,1
115,Senate,110,29940,6
115,Senate,110,39310,6
115,Senate,110,40300,1
115,Senate,110,40304,1
115,Senate,110,40305,1
115,Senate,110,40700,6
115,Senate,110,40701,6
115,Senate,110,40702,6
115,Senate,110,40703,6
115,Senate,110,40704,6
115,Senate,110,40705,1
115,Senate,110,40707,1
115,Senate,110,40902,1
115,Senate,110,40904,6
115,Senate,110,40906,6
115,Senate,110,40908,6
115,Senate,110,40909,6
115,Senate,110,40910,6
115,Senate,110,40915,1
115,Senate,110,40916,6
115,Senate,110,41101,6
115,Senate,110,41102,1
115,Senate,110,41104,1
115,Senate,110,41107,1
115,Senate,110,41110,1
115,Senate,110,41111,1
115,Senate,110,41112,6
115,Senate,110,41300,6
115,Senate,110,41301,6
115,Senate,110,41302,1
115,Senate,110,41303,1
115,Senate,110,41304,1
115,Senate,110,41305,6
115,Senate,110,41308,6
115,Senate,110,41500,1
115,Senate,110,41501,1
115,Senate,110,41502,1
115,Senate,110,41503,1
115,Senate,110,41504,1
115,Senate,110,41505,1
115,Senate,110,41700,6
115,Senate,110,41701,6
115,Senate,110,41702,6
115,Senate,110,41703,1
115,Senate,110,41704,1
115,Senate,110,49300,6
115,Senate,110,49308,6
115,Senate,110,49703,1
115,Senate,110,49706,1
115,Senate,110,94659,1
115,Senate,111,14009,1
115,Senate,111,14226,1
115,Senate,111,14307,6
115,Senate,111,14435,6
115,Senate,111,14503,1
115,Senate,111,14651,6
115,Senate,111,14852,1
115,Senate,111,14858,6
115,Senate,111,14871,6
115,Senate,111,14921,1
115,Senate,111,15015,6
115,Senate,111,15021,6
115,Senate,111,15039,1
115,Senate,111,15408,6
115,Senate,111,15424,1
115,Senate,111,20100,1
115,Senate,111,20101,1
115,Senate,111,20146,1
115,Senate,111,20330,6
115,Senate,111,20707,6
115,Senate,111,20713,6
115,Senate,111,20717,1
115,Senate,111,20730,1
115,Senate,111,20735,6
115,Senate,111,20919,1
115,Senate,111,20923,6
115,Senate,111,20930,6
115,Senate,111,21112,1
115,Senate,111,21133,1
115,Senate,111,21166,1
115,Senate,111,21173,1
115,Senate,111,21301,1
115,Senate,111,21325,6
115,Senate,111,21338,1
115,Senate,111,29142,6
115,Senate,111,29147,6
115,Senate,111,29345,1
115,Senate,111,29373,6
115,Senate,111,29386,1
115,Senate,111,29389,6
115,Senate,111,29534,1
115,Senate,111,29548,1
115,Senate,111,29566,1
115,Senate,111,29722,1
115,Senate,111,29732,6
115,Senate,111,29735,1
115,Senate,111,29754,1
115,Senate,111,29909,9
115,Senate,111,29924,6
115,Senate,111,29935,1
115,Senate,111,29940,6
115,Senate,111,39310,6
115,Senate,111,40300,1
115,Senate,111,40304,1
115,Senate,111,40305,1
115,Senate,111,40700,6
115,Senate,111,40701,6
115,Senate,111,40702,6
115,Senate,111,40703,6
115,Senate,111,40704,6
115,Senate,111,40705,1
115,Senate,111,40707,1
115,Senate,111,40902,1
115,Senate,111,40904,6
115,Senate,111,40906,6
115,Senate,111,40908,6
115,Senate,111,40909,6
115,Senate,111,40910,6
115,Senate,111,40915,1
115,Senate,111,40916,6
115,Senate,111,41101,6
115,Senate,111,41102,1
115,Senate,111,41104,1
115,Senate,111,41107,1
115,Senate,111,41110,1
115,Senate,111,41111,1
115,Senate,111,41112,6
115,Senate,111,41300,6
115,Senate,111,41301,6
115,Senate,111,41302,1
115,Senate,111,41303,1
115,Senate,111,41304,1
115,Senate,111,41305,6
115,Senate,111,41308,6
115,Senate,111,41500,1
115,Senate,111,41501,1
115,Senate,111,41502,1
115,Senate,111,41503,1
115,Senate,111,41504,1
115,Senate,111,41505,1
115,Senate,111,41700,6
115,Senate,111,41701,6
115,Senate,111,41702,6
115,Senate,111,41703,1
115,Senate,111,41704,1
115,Senate,111,49300,6
115,Senate,111,49308,6
115,Senate,111,49703,1
115,Senate,111,49706,1
115,Senate,111,94659,1
115,Senate,112,14009,1
115,Senate,112,14226,1
115,Senate,112,14307,1
115,Senate,112,14435,6
115,Senate,112,14503,1
115,Senate,112,14651,1
115,Senate,112,14852,1
115,Senate,112,14858,1
115,Senate,112,14871,6
115,Senate,112,14921,1
115,Senate,112,15015,1
115,Senate,112,15021,1
115,Senate,112,15039,1
115,Senate,112,15408,1
115,Senate,112,15424,1
115,Senate,112,20100,9
115,Senate,112,20101,1
115,Senate,112,20146,1
115,Senate,112,20330,1
115,Senate,112,20707,1
115,Senate,112,20713,1
115,Senate,112,20717,1
115,Senate,112,20730,1
115,Senate,112,20735,6
115,Senate,112,20919,1
115,Senate,112,20923,1
115,Senate,112,20930,1
115,Senate,112,21112,1
115,Senate,112,21133,1
115,Senate,112,21166,1
115,Senate,112,21173,1
115,Senate,112,21301,1
115,Senate,112,21325,1
115,Senate,112,21338,1
115,Senate,112,29142,6
115,Senate,112,29147,6
115,Senate,112,29345,1
115,Senate,112,29373,6
115,Senate,112,29386,1
115,Senate,112,29389,1
115,Senate,112,29534,1
115,Senate,112,29548,1
115,Senate,112,29566,1
115,Senate,112,29722,1
115,Senate,112,29732,1
115,Senate,112,29735,1
115,Senate,112,29754,1
115,Senate,112,29909,1
115,Senate,112,29924,1
115,Senate,112,29935,1
115,Senate,112,29940,1
115,Senate,112,39310,1
115,Senate,112,40300,1
115,Senate,112,40304,1
115,Senate,112,40305,1
115,Senate,112,40700,1
115,Senate,112,40701,1
115,Senate,112,40702,1
115,Senate,112,40703,1
115,Senate,112,40704,6
115,Senate,112,40705,1
115,Senate,112,40707,1
115,Senate,112,40902,1
115,Senate,112,40904,1
115,Senate,112,40906,1
115,Senate,112,40908,1
115,Senate,112,40909,1
115,Senate,112,40910,1
115,Senate,112,40915,1
115,Senate,112,40916,1
115,Senate,112,41101,6
115,Senate,112,41102,1
115,Senate,112,41104,1
115,Senate,112,41107,1
115,Senate,112,41110,1
115,Senate,112,41111,1
115,Senate,112,41112,1
115,Senate,112,41300,1
115,Senate,112,41301,6
115,Senate,112,41302,1
115,Senate,112,41303,1
115,Senate,112,41304,1
115,Senate,112,41305,1
115,Senate,112,41308,6
115,Senate,112,41500,1
115,Senate,112,41501,7
115,Senate,112,41502,1
115,Senate,112,41503,1
115,Senate,112,41504,1
115,Senate,112,41505,1
115,Senate,112,41700,1
115,Senate,112,41701,6
115,Senate,112,41702,1
115,Senate,112,41703,1
115,Senate,112,41704,1
115,Senate,112,49300,1
115,Senate,112,49308,1
115,Senate,112,49703,1
115,Senate,112,49706,1
115,Senate,112,94659,1
115,Senate,113,14009,1
115,Senate,113,14226,1
115,Senate,113,14307,1
115,Senate,113,14435,1
115,Senate,113,14503,1
115,Senate,113,14651,1
115,Senate,113,14852,1
115,Senate,113,14858,1
115,Senate,113,14871,1
115,Senate,113,14921,1
115,Senate,113,15015,1
115,Senate,113,15021,1
115,Senate,113,15039,1
115,Senate,113,15408,1
115,Senate,113,15424,1
115,Senate,113,20100,9
115,Senate,113,20101,1
115,Senate,113,20146,1
115,Senate,113,20330,1
115,Senate,113,20707,1
115,Senate,113,20713,1
115,Senate,113,20717,1
115,Senate,113,20730,1
115,Senate,113,20735,6
115,Senate,113,20919,1
115,Senate,113,20923,1
115,Senate,113,20930,1
115,Senate,113,21112,1
115,Senate,113,21133,1
115,Senate,113,21166,1
115,Senate,113,21173,1
115,Senate,113,21301,1
115,Senate,113,21325,1
115,Senate,113,21338,1
115,Senate,113,29142,1
115,Senate,113,29147,1
115,Senate,113,29345,1
115,Senate,113,29373,1
115,Senate,113,29386,1
115,Senate,113,29389,1
115,Senate,113,29534,1
115,Senate,113,29548,1
115,Senate,113,29566,1
115,Senate,113,29722,1
115,Senate,113,29732,1
115,Senate,113,29735,1
115,Senate,113,29754,1
115,Senate,113,29909,1
115,Senate,113,29924,1
115,Senate,113,29935,1
115,Senate,113,29940,1
115,Senate,113,39310,1
115,Senate,113,40300,1
115,Senate,113,40304,1
115,Senate,113,40305,1
115,Senate,113,40700,1
115,Senate,113,40701,1
115,Senate,113,40702,1
115,Senate,113,40703,1
115,Senate,113,40704,1
115,Senate,113,40705,1
115,Senate,113,40707,1
115,Senate,113,40902,1
115,Senate,113,40904,1
115,Senate,113,40906,1
115,Senate,113,40908,1
115,Senate,113,40909,1
115,Senate,113,40910,1
115,Senate,113,40915,1
115,Senate,113,40916,1
115,Senate,113,41101,6
115,Senate,113,41102,1
115,Senate,113,41104,1
115,Senate,113,41107,1
115,Senate,113,41110,1
115,Senate,113,41111,1
115,Senate,113,41112,1
115,Senate,113,41300,1
115,Senate,113,41301,6
115,Senate,113,41302,1
115,Senate,113,41303,1
115,Senate,113,41304,1
115,Senate,113,41305,1
115,Senate,113,41308,6
115,Senate,113,41500,1
115,Senate,113,41501,1
115,Senate,113,41502,1
115,Senate,113,41503,1
115,Senate,113,41504,1
115,Senate,113,41505,1
115,Senate,113,41700,6
115,Senate,113,41701,6
115,Senate,113,41702,1
115,Senate,113,41703,1
115,Senate,113,41704,1
115,Senate,113,49300,1
115,Senate,113,49308,1
115,Senate,113,49703,1
115,Senate,113,49706,1
115,Senate,113,94659,9
115,Senate,114,14009,1
115,Senate,114,14226,1
115,Senate,114,14307,1
115,Senate,114,14435,1
115,Senate,114,14503,1
115,Senate,114,14651,1
115,Senate,114,14852,1
115,Senate,114,14858,1
115,Senate,114,14871,1
115,Senate,114,14921,1
115,Senate,114,15015,1
115,Senate,114,15021,1
115,Senate,114,15039,1
115,Senate,114,15408,1
115,Senate,114,15424,1
115,Senate,114,20100,1
115,Senate,114,20101,1
115,Senate,114,20146,1
115,Senate,114,20330,1
115,Senate,114,20707,1
115,Senate,114,20713,1
115,Senate,114,20717,1
115,Senate,114,20730,1
115,Senate,114,20735,6
115,Senate,114,20919,1
115,Senate,114,20923,1
115,Senate,114,20930,1
115,Senate,114,21112,1
115,Senate,114,21133,1
115,Senate,114,21166,1
115,Senate,114,21173,1
115,Senate,114,21301,1
115,Senate,114,21325,1
115,Senate,114,21338,1
115,Senate,114,29142,1
115,Senate,114,29147,1
115,Senate,114,29345,1
115,Senate,114,29373,1
115,Senate,114,29386,1
115,Senate,114,29389,1
115,Senate,114,29534,1
115,Senate,114,29548,1
115,Senate,114,29566,1
115,Senate,114,29722,1
115,Senate,114,29732,1
115,Senate,114,29735,1
115,Senate,114,29754,1
115,Senate,114,29909,1
115,Senate,114,29924,1
115,Senate,114,29935,1
115,Senate,114,29940,1
115,Senate,114,39310,1
115,Senate,114,40300,1
115,Senate,114,40304,1
115,Senate,114,40305,1
115,Senate,114,40700,1
115,Senate,114,40701,1
115,Senate,114,40702,1
115,Senate,114,40703,1
115,Senate,114,40704,1
115,Senate,114,40705,1
115,Senate,114,40707,1
115,Senate,114,40902,1
115,Senate,114,40904,1
115,Senate,114,40906,1
115,Senate,114,40908,1
115,Senate,114,40909,1
115,Senate,114,40910,1
115,Senate,114,40915,1
115,Senate,114,40916,1
115,Senate,114,41101,6
115,Senate,114,41102,1
115,Senate,114,41104,1
115,Senate,114,41107,1
115,Senate,114,41110,1
115,Senate,114,41111,1
115,Senate,114,41112,1
115,Senate,114,41300,1
115,Senate,114,41301,6
115,Senate,114,41302,1
115,Senate,114,41303,1
115,Senate,114,41304,1
115,Senate,114,41305,1
115,Senate,114,41308,6
115,Senate,114,41500,1
115,Senate,114,41501,1
115,Senate,114,41502,1
115,Senate,114,41503,1
115,Senate,114,41504,1
115,Senate,114,41505,1
115,Senate,114,41700,6
115,Senate,114,41701,6
115,Senate,114,41702,1
115,Senate,114,41703,1
115,Senate,114,41704,1
115,Senate,114,49300,1
115,Senate,114,49308,1
115,Senate,114,49703,1
115,Senate,114,49706,1
115,Senate,114,94659,1
115,Senate,115,14009,1
115,Senate,115,14226,1
115,Senate,115,14307,6
115,Senate,115,14435,6
115,Senate,115,14503,1
115,Senate,115,14651,1
115,Senate,115,14852,1
115,Senate,115,14858,6
115,Senate,115,14871,6
115,Senate,115,14921,1
115,Senate,115,15015,6
115,Senate,115,15021,6
115,Senate,115,15039,1
115,Senate,115,15408,6
115,Senate,115,15424,1
115,Senate,115,20100,1
115,Senate,115,20101,1
115,Senate,115,20146,1
115,Senate,115,20330,6
115,Senate,115,20707,6
115,Senate,115,20713,6
115,Senate,115,20717,6
115,Senate,115,20730,1
115,Senate,115,20735,6
115,Senate,115,20919,1
115,Senate,115,20923,6
115,Senate,115,20930,6
115,Senate,115,21112,1
115,Senate,115,21133,1
115,Senate,115,21166,1
115,Senate,115,21173,1
115,Senate,115,21301,1
115,Senate,115,21325,6
115,Senate,115,21338,1
115,Senate,115,29142,6
115,Senate,115,29147,6
115,Senate,115,29345,1
115,Senate,115,29373,1
115,Senate,115,29386,1
115,Senate,115,29389,6
115,Senate,115,29534,1
115,Senate,115,29548,1
115,Senate,115,29566,1
115,Senate,115,29722,1
115,Senate,115,29732,6
115,Senate,115,29735,1
115,Senate,115,29754,1
115,Senate,115,29909,1
115,Senate,115,29924,6
115,Senate,115,29935,1
115,Senate,115,29940,6
115,Senate,115,39310,6
115,Senate,115,40300,1
115,Senate,115,40304,1
115,Senate,115,40305,1
115,Senate,115,40700,6
115,Senate,115,40701,1
115,Senate,115,40702,1
115,Senate,115,40703,6
115,Senate,115,40704,6
115,Senate,115,40705,1
115,Senate,115,40707,1
115,Senate,115,40902,1
115,Senate,115,40904,6
115,Senate,115,40906,6
115,Senate,115,40908,6
115,Senate,115,40909,1
115,Senate,115,40910,6
115,Senate,115,40915,1
115,Senate,115,40916,6
115,Senate,115,41101,6
115,Senate,115,41102,1
115,Senate,115,41104,1
115,Senate,115,41107,1
115,Senate,115,41110,1
115,Senate,115,41111,1
115,Senate,115,41112,6
115,Senate,115,41300,1
115,Senate,115,41301,6
115,Senate,115,41302,1
115,Senate,115,41303,1
115,Senate,115,41304,1
115,Senate,115,41305,6
115,Senate,115,41308,6
115,Senate,115,41500,1
115,Senate,115,41501,1
115,Senate,115,41502,1
115,Senate,115,41503,1
115,Senate,115,41504,1
115,Senate,115,41505,1
115,Senate,115,41700,1
115,Senate,115,41701,6
115,Senate,115,41702,6
115,Senate,115,41703,1
115,Senate,115,41704,1
115,Senate,115,49300,6
115,Senate,115,49308,6
115,Senate,115,49703,1
115,Senate,115,49706,1
115,Senate,115,94659,1
115,Senate,116,14009,1
115,Senate,116,14226,1
115,Senate,116,14307,6
115,Senate,116,14435,6
115,Senate,116,14503,1
115,Senate,116,14651,1
115,Senate,116,14852,1
115,Senate,116,14858,6
115,Senate,116,14871,6
115,Senate,116,14921,1
115,Senate,116,15015,6
115,Senate,116,15021,6
115,Senate,116,15039,1
115,Senate,116,15408,6
115,Senate,116,15424,1
115,Senate,116,20100,1
115,Senate,116,20101,1
115,Senate,116,20146,1
115,Senate,116,20330,6
115,Senate,116,20707,6
115,Senate,116,20713,6
115,Senate,116,20717,6
115,Senate,116,20730,1
115,Senate,116,20735,6
115,Senate,116,20919,1
115,Senate,116,20923,9
115,Senate,116,20930,6
115,Senate,116,21112,1
115,Senate,116,21133,1
115,Senate,116,21166,1
115,Senate,116,21173,1
115,Senate,116,21301,1
115,Senate,116,21325,6
115,Senate,116,21338,1
115,Senate,116,29142,6
115,Senate,116,29147,6
115,Senate,116,29345,1
115,Senate,116,29373,1
115,Senate,116,29386,1
115,Senate,116,29389,6
115,Senate,116,29534,1
115,Senate,116,29548,1
115,Senate,116,29566,1
115,Senate,116,29722,1
115,Senate,116,29732,6
115,Senate,116,29735,1
115,Senate,116,29754,1
115,Senate,116,29909,1
115,Senate,116,29924,6
115,Senate,116,29935,9
115,Senate,116,29940,6
115,Senate,116,39310,6
115,Senate,116,40300,1
115,Senate,116,40304,1
115,Senate,116,40305,1
115,Senate,116,40700,6
115,Senate,116,40701,1
115,Senate,116,40702,1
115,Senate,116,40703,6
115,Senate,116,40704,6
115,Senate,116,40705,1
115,Senate,116,40707,1
115,Senate,116,40902,1
115,Senate,116,40904,6
115,Senate,116,40906,6
115,Senate,116,40908,6
115,Senate,116,40909,1
115,Senate,116,40910,6
115,Senate,116,40915,1
115,Senate,116,40916,6
115,Senate,116,41101,6
115,Senate,116,41102,1
115,Senate,116,41104,1
115,Senate,116,41107,1
115,Senate,116,41110,1
115,Senate,116,41111,1
115,Senate,116,41112,6
115,Senate,116,41300,1
115,Senate,116,41301,6
115,Senate,116,41302,1
115,Senate,116,41303,1
115,Senate,116,41304,1
115,Senate,116,41305,6
115,Senate,116,41308,6
115,Senate,116,41500,1
115,Senate,116,41501,1
115,Senate,116,41502,1
115,Senate,116,41503,1
115,Senate,116,41504,1
115,Senate,116,41505,1
115,Senate,116,41700,1
115,Senate,116,41701,6
115,Senate,116,41702,6
115,Senate,116,41703,1
115,Senate,116,41704,1
115,Senate,116,49300,6
115,Senate,116,49308,6
115,Senate,116,49703,1
115,Senate,116,49706,1
115,Senate,116,94659,1
115,Senate,117,14009,1
115,Senate,117,14226,1
115,Senate,117,14307,6
115,Senate,117,14435,6
115,Senate,117,14503,1
115,Senate,117,14651,1
115,Senate,117,14852,1
115,Senate,117,14858,6
115,Senate,117,14871,6
115,Senate,117,14921,1
115,Senate,117,15015,1
115,Senate,117,15021,9
115,Senate,117,15039,1
115,Senate,117,15408,6
115,Senate,117,15424,1
115,Senate,117,20100,9
115,Senate,117,20101,1
115,Senate,117,20146,1
115,Senate,117,20330,6
115,Senate,117,20707,6
115,Senate,117,20713,6
115,Senate,117,20717,6
115,Senate,117,20730,9
115,Senate,117,20735,6
115,Senate,117,20919,1
115,Senate,117,20923,6
115,Senate,117,20930,6
115,Senate,117,21112,1
115,Senate,117,21133,1
115,Senate,117,21166,1
115,Senate,117,21173,1
115,Senate,117,21301,1
115,Senate,117,21325,6
115,Senate,117,21338,1
115,Senate,117,29142,6
115,Senate,117,29147,6
115,Senate,117,29345,1
115,Senate,117,29373,6
115,Senate,117,29386,1
115,Senate,117,29389,6
115,Senate,117,29534,1
115,Senate,117,29548,1
115,Senate,117,29566,1
115,Senate,117,29722,1
115,Senate,117,29732,6
115,Senate,117,29735,1
115,Senate,117,29754,1
115,Senate,117,29909,9
115,Senate,117,29924,6
115,Senate,117,29935,1
115,Senate,117,29940,6
115,Senate,117,39310,6
115,Senate,117,40300,1
115,Senate,117,40304,1
115,Senate,117,40305,1
115,Senate,117,40700,6
115,Senate,117,40701,1
115,Senate,117,40702,1
115,Senate,117,40703,6
115,Senate,117,40704,6
115,Senate,117,40705,1
115,Senate,117,40707,1
115,Senate,117,40902,1
115,Senate,117,40904,6
115,Senate,117,40906,1
115,Senate,117,40908,6
115,Senate,117,40909,1
115,Senate,117,40910,1
115,Senate,117,40915,1
115,Senate,117,40916,6
115,Senate,117,41101,6
115,Senate,117,41102,1
115,Senate,117,41104,1
115,Senate,117,41107,1
115,Senate,117,41110,1
115,Senate,117,41111,1
115,Senate,117,41112,6
115,Senate,117,41300,1
115,Senate,117,41301,6
115,Senate,117,41302,1
115,Senate,117,41303,1
115,Senate,117,41304,1
115,Senate,117,41305,6
115,Senate,117,41308,6
115,Senate,117,41500,1
115,Senate,117,41501,1
115,Senate,117,41502,1
115,Senate,117,41503,1
115,Senate,117,41504,1
115,Senate,117,41505,1
115,Senate,117,41700,6
115,Senate,117,41701,6
115,Senate,117,41702,1
115,Senate,117,41703,1
115,Senate,117,41704,1
115,Senate,117,49300,6
115,Senate,117,49308,6
115,Senate,117,49703,1
115,Senate,117,49706,1
115,Senate,117,94659,1
115,Senate,118,14009,1
115,Senate,118,14226,1
115,Senate,118,14307,6
115,Senate,118,14435,6
115,Senate,118,14503,1
115,Senate,118,14651,1
115,Senate,118,14852,1
115,Senate,118,14858,6
115,Senate,118,14871,6
115,Senate,118,14921,1
115,Senate,118,15015,1
115,Senate,118,15021,9
115,Senate,118,15039,1
115,Senate,118,15408,6
115,Senate,118,15424,1
115,Senate,118,20100,1
115,Senate,118,20101,1
115,Senate,118,20146,1
115,Senate,118,20330,6
115,Senate,118,20707,6
115,Senate,118,20713,6
115,Senate,118,20717,6
115,Senate,118,20730,1
115,Senate,118,20735,6
115,Senate,118,20919,1
115,Senate,118,20923,6
115,Senate,118,20930,6
115,Senate,118,21112,1
115,Senate,118,21133,1
115,Senate,118,21166,1
115,Senate,118,21173,1
115,Senate,118,21301,1
115,Senate,118,21325,6
115,Senate,118,21338,1
115,Senate,118,29142,6
115,Senate,118,29147,6
115,Senate,118,29345,1
115,Senate,118,29373,6
115,Senate,118,29386,1
115,Senate,118,29389,6
115,Senate,118,29534,1
115,Senate,118,29548,1
115,Senate,118,29566,1
115,Senate,118,29722,1
115,Senate,118,29732,6
115,Senate,118,29735,1
115,Senate,118,29754,1
115,Senate,118,29909,9
115,Senate,118,29924,6
115,Senate,118,29935,1
115,Senate,118,29940,6
115,Senate,118,39310,6
115,Senate,118,40300,1
115,Senate,118,40304,1
115,Senate,118,40305,1
115,Senate,118,40700,6
115,Senate,118,40701,1
115,Senate,118,40702,1
115,Senate,118,40703,6
115,Senate,118,40704,6
115,Senate,118,40705,1
115,Senate,118,40707,1
115,Senate,118,40902,1
115,Senate,118,40904,6
115,Senate,118,40906,1
115,Senate,118,40908,6
115,Senate,118,40909,1
115,Senate,118,40910,1
115,Senate,118,40915,1
115,Senate,118,40916,6
115,Senate,118,41101,6
115,Senate,118,41102,1
115,Senate,118,41104,1
115,Senate,118,41107,1
115,Senate,118,41110,1
115,Senate,118,41111,1
115,Senate,118,41112,6
115,Senate,118,41300,1
115,Senate,118,41301,6
115,Senate,118,41302,1
115,Senate,118,41303,1
115,Senate,118,41304,1
115,Senate,118,41305,6
115,Senate,118,41308,6
115,Senate,118,41500,1
115,Senate,118,41501,1
115,Senate,118,41502,1
115,Senate,118,41503,1
115,Senate,118,41504,1
115,Senate,118,41505,1
115,Senate,118,41700,6
115,Senate,118,41701,6
115,Senate,118,41702,6
115,Senate,118,41703,1
115,Senate,118,41704,1
115,Senate,118,49300,6
115,Senate,118,49308,6
115,Senate,118,49703,1
115,Senate,118,49706,1
115,Senate,118,94659,1
115,Senate,119,14009,1
115,Senate,119,14226,1
115,Senate,119,14307,6
115,Senate,119,14435,6
115,Senate,119,14503,1
115,Senate,119,14651,6
115,Senate,119,14852,1
115,Senate,119,14858,6
115,Senate,119,14871,6
115,Senate,119,14921,1
115,Senate,119,15015,6
115,Senate,119,15021,9
115,Senate,119,15039,1
115,Senate,119,15408,6
115,Senate,119,15424,1
115,Senate,119,20100,1
115,Senate,119,20101,1
115,Senate,119,20146,1
115,Senate,119,20330,6
115,Senate,119,20707,6
115,Senate,119,20713,6
115,Senate,119,20717,6
115,Senate,119,20730,1
115,Senate,119,20735,6
115,Senate,119,20919,1
115,Senate,119,20923,6
115,Senate,119,20930,6
115,Senate,119,21112,1
115,Senate,119,21133,6
115,Senate,119,21166,1
115,Senate,119,21173,1
115,Senate,119,21301,1
115,Senate,119,21325,6
115,Senate,119,21338,1
115,Senate,119,29142,6
115,Senate,119,29147,6
115,Senate,119,29345,1
115,Senate,119,29373,6
115,Senate,119,29386,1
115,Senate,119,29389,6
115,Senate,119,29534,1
115,Senate,119,29548,1
115,Senate,119,29566,1
115,Senate,119,29722,1
115,Senate,119,29732,6
115,Senate,119,29735,1
115,Senate,119,29754,1
115,Senate,119,29909,1
115,Senate,119,29924,6
115,Senate,119,29935,1
115,Senate,119,29940,6
115,Senate,119,39310,6
115,Senate,119,40300,1
115,Senate,119,40304,1
115,Senate,119,40305,1
115,Senate,119,40700,6
115,Senate,119,40701,6
115,Senate,119,40702,6
115,Senate,119,40703,6
115,Senate,119,40704,6
115,Senate,119,40705,1
115,Senate,119,40707,1
115,Senate,119,40902,1
115,Senate,119,40904,6
115,Senate,119,40906,6
115,Senate,119,40908,6
115,Senate,119,40909,6
115,Senate,119,40910,6
115,Senate,119,40915,6
115,Senate,119,40916,6
115,Senate,119,41101,6
115,Senate,119,41102,1
115,Senate,119,41104,1
115,Senate,119,41107,1
115,Senate,119,41110,1
115,Senate,119,41111,1
115,Senate,119,41112,6
115,Senate,119,41300,6
115,Senate,119,41301,6
115,Senate,119,41302,1
115,Senate,119,41303,6
115,Senate,119,41304,1
115,Senate,119,41305,6
115,Senate,119,41308,6
115,Senate,119,41500,1
115,Senate,119,41501,1
115,Senate,119,41502,1
115,Senate,119,41503,1
115,Senate,119,41504,1
115,Senate,119,41505,1
115,Senate,119,41700,6
115,Senate,119,41701,6
115,Senate,119,41702,6
115,Senate,119,41703,1
115,Senate,119,41704,1
